ID_Registro,Marca de la Unidad,Año del Vehículo,Ciudad Agencia,Estado de la ciudad o Agencia,Refaccion,Precio,Fecha Compra
10062,VOLKSWAGEN,2018,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FARO,4119,14/08/2019
10063,VOLKSWAGEN,2018,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FARO,578,14/08/2019
10064,VOLKSWAGEN,2018,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,140,14/08/2019
10065,VOLKSWAGEN,2018,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FARO,578,14/08/2019
10066,VOLKSWAGEN,2018,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,140,14/08/2019
10067,VOLKSWAGEN,2017,AZCAPOTZALCO,CIUDAD DE MÉXICO,FARO,1121,22/08/2019
10068,VOLKSWAGEN,2017,AZCAPOTZALCO,CIUDAD DE MÉXICO,FARO,3027,22/08/2019
10069,VOLKSWAGEN,2017,AZCAPOTZALCO,CIUDAD DE MÉXICO,FACIA DELANTERA,3932,22/08/2019
10070,VOLKSWAGEN,2017,AZCAPOTZALCO,CIUDAD DE MÉXICO,FARO,1121,22/08/2019
10071,NISSAN,2018,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FACIA DELANTERA,2568,06/08/2019
10072,NISSAN,2018,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FARO,5279,06/08/2019
10073,SEAT,2017,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA TRASERA,644,08/08/2019
10074,AUDI,2018,ZAPOPAN,JALISCO,FACIA TRASERA,502,14/08/2019
10075,SUZUKI,2017,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA DELANTERA,4500,22/08/2019
10076,SUZUKI,2017,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FARO,3681,22/08/2019
10077,SUZUKI,2017,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,PUERTA DELANTERA,6549,22/08/2019
10078,SUZUKI,2017,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA DELANTERA,356,22/08/2019
10079,VOLKSWAGEN,2018,LOS REYES ACAQUILPAN (LA PAZ),ESTADO DE MEXICO,FACIA DELANTERA,141,17/08/2019
10080,VOLKSWAGEN,2018,LOS REYES ACAQUILPAN (LA PAZ),ESTADO DE MEXICO,FARO,2740,17/08/2019
10081,VOLKSWAGEN,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA TRASERA,3312,24/08/2019
10082,DODGE,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,7592,13/08/2019
10083,DODGE,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,385,13/08/2019
10084,DODGE,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,4942,13/08/2019
10085,VOLKSWAGEN,2014,BENITO JUAREZ,CIUDAD DE MÉXICO,FARO,803,21/05/2019
10086,VOLKSWAGEN,2014,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA DELANTERA,726,21/05/2019
10087,VOLKSWAGEN,2014,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA DELANTERA,200,21/05/2019
10088,VOLKSWAGEN,2014,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA DELANTERA,646,21/05/2019
10089,VOLKSWAGEN,2014,BENITO JUAREZ,CIUDAD DE MÉXICO,FARO,803,21/05/2019
10090,VOLKSWAGEN,2014,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA DELANTERA,4320,21/05/2019
10091,VOLKSWAGEN,2014,BENITO JUAREZ,CIUDAD DE MÉXICO,FARO,11294,21/05/2019
10092,VOLKSWAGEN,2014,BENITO JUAREZ,CIUDAD DE MÉXICO,FARO,1089,21/05/2019
10093,VOLKSWAGEN,2014,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA DELANTERA,726,21/05/2019
10094,VOLKSWAGEN,2014,BENITO JUAREZ,CIUDAD DE MÉXICO,FARO,1089,21/05/2019
10095,VOLKSWAGEN,2014,BENITO JUAREZ,CIUDAD DE MÉXICO,FARO,11294,21/05/2019
10096,KIA,2016,ZAPOPAN,JALISCO,FACIA TRASERA,1083,15/04/2019
10097,VOLKSWAGEN,2015,COYOACAN,CIUDAD DE MÉXICO,FARO,600,25/04/2019
10098,VOLKSWAGEN,2015,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,864,03/04/2019
10099,VOLKSWAGEN,2015,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,147,03/04/2019
10100,VOLKSWAGEN,2015,COYOACAN,CIUDAD DE MÉXICO,FARO,1075,03/04/2019
10101,VOLKSWAGEN,2007,GUADALAJARA,JALISCO,FACIA DELANTERA,150,16/04/2019
10102,FORD,2016,CUAUHTEMOC,CIUDAD DE MÉXICO,PUERTA TRASERA,3500,08/04/2019
10103,FORD,2013,IZTAPALAPA,CIUDAD DE MÉXICO,LLANTA,4050,09/04/2019
10104,VOLKSWAGEN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,147,02/04/2019
10105,VOLKSWAGEN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,3437,02/04/2019
10106,VOLKSWAGEN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,LLANTA,6800,02/04/2019
10107,VOLKSWAGEN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,5247,02/04/2019
10108,NISSAN,2016,LEÓN,GUANAJUATO,FARO,4423,10/04/2019
10109,VOLKSWAGEN,2019,GUADALAJARA,JALISCO,FARO,154,26/04/2019
10110,VOLKSWAGEN,2019,GUADALAJARA,JALISCO,FACIA DELANTERA,1455,02/04/2019
10111,VOLKSWAGEN,2019,GUADALAJARA,JALISCO,FACIA DELANTERA,3437,02/04/2019
10112,VOLKSWAGEN,2019,GUADALAJARA,JALISCO,FACIA DELANTERA,295,02/04/2019
10113,VOLKSWAGEN,2019,GUADALAJARA,JALISCO,FARO,5247,02/04/2019
10114,NISSAN,2016,ZAPOPAN,JALISCO,FACIA DELANTERA,111,15/04/2019
10115,NISSAN,2016,ZAPOPAN,JALISCO,FARO,13856,15/04/2019
10116,NISSAN,2016,ZAPOPAN,JALISCO,FARO,13856,15/04/2019
10117,NISSAN,2016,ZAPOPAN,JALISCO,FACIA DELANTERA,3731,15/04/2019
10118,NISSAN,2016,ZAPOPAN,JALISCO,PUERTA DELANTERA,4826,06/04/2019
10119,NISSAN,2016,ZAPOPAN,JALISCO,PUERTA TRASERA,1803,06/04/2019
10120,MAZDA,2019,XOCHIMILCO,CIUDAD DE MÉXICO,FARO,30100,21/05/2019
10121,VOLKSWAGEN,2018,LEÓN,GUANAJUATO,LLANTA,5079,12/04/2019
10122,AUDI,2013,GUADALAJARA,JALISCO,FACIA TRASERA,534,26/04/2019
10123,VOLKSWAGEN,2019,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA TRASERA,2750,09/04/2019
10124,VOLKSWAGEN,2019,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA TRASERA,170,09/04/2019
10125,VOLKSWAGEN,2016,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,1895,06/05/2019
10126,VOLKSWAGEN,2016,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,2740,06/05/2019
10127,VOLKSWAGEN,2016,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,113,06/05/2019
10131,VOLKSWAGEN,2017,LEÓN,GUANAJUATO,FACIA DELANTERA,3112,26/04/2019
10132,VOLKSWAGEN,2017,LEÓN,GUANAJUATO,FACIA DELANTERA,990,25/04/2019
10133,VOLKSWAGEN,2017,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,3216,16/05/2019
10134,VOLKSWAGEN,2017,COYOACAN,CIUDAD DE MÉXICO,FARO,2191,16/05/2019
10135,SEAT,2017,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,212,09/05/2019
10136,MITSUBISHI,2015,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,3900,10/05/2019
10137,VOLKSWAGEN,2019,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,1142,18/05/2019
10138,VOLKSWAGEN,2019,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA DELANTERA,488,18/05/2019
10139,VOLKSWAGEN,2019,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,1142,18/05/2019
10140,VOLKSWAGEN,2019,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA DELANTERA,488,18/05/2019
10141,RENAULT,2007,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,1226,07/05/2019
10142,RENAULT,2007,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,951,07/05/2019
10143,VOLKSWAGEN,2018,ZAPOPAN,JALISCO,FACIA TRASERA,5178,14/05/2019
10144,DODGE,2013,GUADALAJARA,JALISCO,FACIA TRASERA,142,13/05/2019
10145,GM,2019,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,4341,07/05/2019
10146,GM,2019,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,1557,07/05/2019
10147,GM,2019,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,1947,07/05/2019
10148,VOLKSWAGEN,2003,GUADALAJARA,JALISCO,FACIA DELANTERA,230,28/05/2019
10149,VOLKSWAGEN,2003,GUADALAJARA,JALISCO,FACIA DELANTERA,924,28/05/2019
10150,TOYOTA,2018,TLALPAN,CIUDAD DE MÉXICO,FACIA DELANTERA,820,28/05/2019
10151,TOYOTA,2018,TLALPAN,CIUDAD DE MÉXICO,FACIA DELANTERA,647,21/05/2019
10152,TOYOTA,2018,TLALPAN,CIUDAD DE MÉXICO,FACIA DELANTERA,1022,21/05/2019
10153,TOYOTA,2018,TLALPAN,CIUDAD DE MÉXICO,FACIA DELANTERA,3255,21/05/2019
10154,TOYOTA,2018,TLALPAN,CIUDAD DE MÉXICO,FACIA DELANTERA,1527,21/05/2019
10155,TOYOTA,2018,TLALPAN,CIUDAD DE MÉXICO,FACIA DELANTERA,238,21/05/2019
10156,DODGE,2009,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,895,25/07/2019
10157,DODGE,2009,COYOACAN,CIUDAD DE MÉXICO,FARO,1895,25/07/2019
10158,DODGE,2009,COYOACAN,CIUDAD DE MÉXICO,LLANTA,2838,25/07/2019
10159,CHEVROLET,2008,LEÓN,GUANAJUATO,FACIA DELANTERA,326,04/06/2019
10160,CHEVROLET,2008,LEÓN,GUANAJUATO,FACIA TRASERA,980,17/05/2019
10161,CHEVROLET,2008,LEÓN,GUANAJUATO,FACIA DELANTERA,1890,17/05/2019
10162,CHEVROLET,2008,LEÓN,GUANAJUATO,FARO,450,17/05/2019
10163,CHEVROLET,2008,LEÓN,GUANAJUATO,FARO,1225,17/05/2019
10164,CHEVROLET,2008,LEÓN,GUANAJUATO,FARO,680,17/05/2019
10165,CHEVROLET,2008,LEÓN,GUANAJUATO,FACIA DELANTERA,2451,17/05/2019
10166,CHEVROLET,2008,LEÓN,GUANAJUATO,FACIA DELANTERA,910,17/05/2019
10167,VOLKSWAGEN,2017,LEÓN,GUANAJUATO,FARO,2489,17/05/2019
10168,VOLKSWAGEN,2017,LEÓN,GUANAJUATO,FACIA DELANTERA,761,17/05/2019
10169,VOLKSWAGEN,2017,LEÓN,GUANAJUATO,FACIA DELANTERA,3805,17/05/2019
10170,VOLKSWAGEN,2017,LEÓN,GUANAJUATO,FACIA DELANTERA,2003,16/05/2019
10171,VOLKSWAGEN,2017,LEÓN,GUANAJUATO,FARO,2489,16/05/2019
10172,VOLVO,2018,LEÓN,GUANAJUATO,LLANTA,7799,21/05/2019
10173,VOLVO,2018,LEÓN,GUANAJUATO,LLANTA,7799,21/05/2019
10174,SMART,2017,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,4190,18/05/2019
10175,SMART,2017,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,3854,18/05/2019
10176,SMART,2017,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA DELANTERA,2760,18/05/2019
10177,HONDA,2019,ZAPOPAN,JALISCO,FACIA DELANTERA,1079,24/05/2019
10178,HONDA,2019,ZAPOPAN,JALISCO,FARO,345,24/05/2019
10179,HONDA,2019,ZAPOPAN,JALISCO,FARO,12623,24/05/2019
10180,HONDA,2019,ZAPOPAN,JALISCO,FARO,1318,24/05/2019
10181,HONDA,2019,ZAPOPAN,JALISCO,FARO,547,24/05/2019
10182,HONDA,2019,ZAPOPAN,JALISCO,FARO,279,24/05/2019
10183,HONDA,2019,ZAPOPAN,JALISCO,FARO,12625,24/05/2019
10184,HONDA,2019,ZAPOPAN,JALISCO,FARO,1318,24/05/2019
10185,HONDA,2019,ZAPOPAN,JALISCO,FARO,345,24/05/2019
10186,HONDA,2019,ZAPOPAN,JALISCO,FARO,279,24/05/2019
10187,HONDA,2019,ZAPOPAN,JALISCO,FARO,535,24/05/2019
10188,HONDA,2019,ZAPOPAN,JALISCO,FACIA DELANTERA,3953,24/05/2019
10189,VOLKSWAGEN,2018,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA TRASERA,3312,18/06/2019
10190,SEAT,2017,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA TRASERA,212,21/05/2019
10191,SEAT,2017,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA TRASERA,6089,21/05/2019
10192,MERCURY,2007,GUADALAJARA,JALISCO,PUERTA DELANTERA,4000,20/05/2019
10193,VOLKSWAGEN,2018,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,PUERTA TRASERA,3791,29/05/2019
10194,VOLKSWAGEN,2018,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,PUERTA DELANTERA,3791,29/05/2019
10195,VOLKSWAGEN,2018,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,PUERTA DELANTERA,1135,29/05/2019
10196,DODGE,2018,IZTACALCO,CIUDAD DE MÉXICO,FACIA TRASERA,303,24/05/2019
10197,DODGE,2018,IZTACALCO,CIUDAD DE MÉXICO,FACIA TRASERA,5705,24/05/2019
10198,VOLKSWAGEN,2018,LEÓN,GUANAJUATO,FACIA DELANTERA,735,14/08/2019
10199,VOLKSWAGEN,2018,LEÓN,GUANAJUATO,FARO,3143,14/08/2019
10200,VOLKSWAGEN,2018,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA TRASERA,390,08/08/2019
10201,VOLKSWAGEN,2018,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA TRASERA,3312,08/08/2019
10202,VOLKSWAGEN,2018,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA TRASERA,607,08/08/2019
10203,VOLKSWAGEN,2018,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA TRASERA,410,08/08/2019
10204,VOLKSWAGEN,2019,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,PUERTA TRASERA,4439,02/08/2019
10205,VOLKSWAGEN,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,PUERTA TRASERA,3886,20/08/2019
10206,VOLKSWAGEN,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,PUERTA TRASERA,228,20/08/2019
10207,FORD,2008,ZAPOPAN,JALISCO,LLANTA,1200,02/08/2019
10208,NISSAN,2007,ZAPOPAN,JALISCO,FACIA DELANTERA,185,02/08/2019
10209,NISSAN,2007,ZAPOPAN,JALISCO,FARO,256,02/08/2019
10210,NISSAN,2007,ZAPOPAN,JALISCO,FACIA DELANTERA,180,02/08/2019
10211,NISSAN,2007,ZAPOPAN,JALISCO,FACIA DELANTERA,570,02/08/2019
10212,VOLKSWAGEN,2017,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,410,19/08/2019
10213,VOLKSWAGEN,2017,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,3312,19/08/2019
10214,VOLKSWAGEN,2017,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,607,19/08/2019
10215,SEAT,2019,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FARO,17739,27/08/2019
10216,SEAT,2019,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,PUERTA DELANTERA,9469,22/08/2019
10217,VOLKSWAGEN,2019,ALVARO OBREGON,CIUDAD DE MÉXICO,PUERTA DELANTERA,5622,19/08/2019
10218,MITSUBISHI,2018,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA DELANTERA,102,15/08/2019
10219,MITSUBISHI,2018,ALVARO OBREGON,CIUDAD DE MÉXICO,LLANTA,2990,15/08/2019
10220,MITSUBISHI,2018,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA DELANTERA,489,15/08/2019
10221,MITSUBISHI,2018,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,505,15/08/2019
10222,MITSUBISHI,2018,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA DELANTERA,5751,15/08/2019
10223,MITSUBISHI,2018,ALVARO OBREGON,CIUDAD DE MÉXICO,PUERTA DELANTERA,13204,15/08/2019
10224,MITSUBISHI,2018,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA DELANTERA,14330,15/08/2019
10225,MITSUBISHI,2018,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,6004,15/08/2019
10226,MITSUBISHI,2018,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA DELANTERA,328,15/08/2019
10227,MITSUBISHI,2018,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA TRASERA,11324,15/08/2019
10228,VOLKSWAGEN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,410,13/08/2019
10229,VOLKSWAGEN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,410,13/08/2019
10230,VOLKSWAGEN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,3312,13/08/2019
10231,VOLKSWAGEN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,390,13/08/2019
10232,FORD,2006,GUADALAJARA,JALISCO,FARO,719,20/08/2019
10233,FORD,2006,GUADALAJARA,JALISCO,FACIA TRASERA,1023,15/08/2019
10234,PORSCHE,2015,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA DELANTERA,17578,28/08/2019
10235,PORSCHE,2015,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,67142,28/08/2019
10236,PORSCHE,2015,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,3558,28/08/2019
10237,PORSCHE,2015,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,722,28/08/2019
10238,PORSCHE,2015,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,701,28/08/2019
10239,PORSCHE,2015,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,3558,28/08/2019
10240,PORSCHE,2015,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,497,28/08/2019
10241,TOYOTA,2017,ZAPOPAN,JALISCO,FACIA TRASERA,3380,27/08/2019
10242,VOLKSWAGEN,2018,ZAPOPAN,JALISCO,FACIA TRASERA,2114,28/08/2019
10243,VOLKSWAGEN,2018,ZAPOPAN,JALISCO,FACIA TRASERA,354,28/08/2019
10244,NISSAN,2019,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,PUERTA TRASERA,6065,26/08/2019
10245,HONDA,2016,TLALPAN,CIUDAD DE MÉXICO,FACIA TRASERA,264,22/08/2019
10246,HONDA,2016,TLALPAN,CIUDAD DE MÉXICO,FACIA TRASERA,264,22/08/2019
10247,KIA,2018,ZAPOPAN,JALISCO,FACIA DELANTERA,3846,22/08/2019
10248,KIA,2018,ZAPOPAN,JALISCO,FARO,10004,22/08/2019
10249,KIA,2018,ZAPOPAN,JALISCO,FACIA DELANTERA,227,22/08/2019
10250,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,431,22/08/2019
10251,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,431,22/08/2019
10252,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,1311,22/08/2019
10253,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,1311,22/08/2019
10254,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,263,22/08/2019
10255,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,263,22/08/2019
10256,SEAT,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA TRASERA,212,27/08/2019
10257,SEAT,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA TRASERA,6089,27/08/2019
10258,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA TRASERA,1817,27/08/2019
10259,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA DELANTERA,244,27/08/2019
10260,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA TRASERA,5178,27/08/2019
10261,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA DELANTERA,1471,27/08/2019
10262,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA DELANTERA,192,27/08/2019
10263,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FARO,3040,27/08/2019
10264,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA DELANTERA,5354,27/08/2019
10265,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA DELANTERA,244,27/08/2019
10266,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA DELANTERA,200,27/08/2019
10267,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FARO,3040,27/08/2019
10268,SEAT,2019,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA DELANTERA,318,27/08/2019
10269,SEAT,2019,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FARO,2340,27/08/2019
10270,TOYOTA,2011,GUADALAJARA,JALISCO,FACIA DELANTERA,991,30/08/2019
10271,TOYOTA,2011,GUADALAJARA,JALISCO,FACIA TRASERA,1112,27/08/2019
10272,CHRYSLER,2005,GUADALAJARA,JALISCO,FACIA DELANTERA,2012,27/08/2019
10273,CHRYSLER,2005,GUADALAJARA,JALISCO,FACIA TRASERA,2200,28/08/2019
10274,FORD,2013,GUADALAJARA,JALISCO,FACIA DELANTERA,2000,30/08/2019
10275,FORD,2013,GUADALAJARA,JALISCO,FARO,1586,30/08/2019
10276,FORD,2013,GUADALAJARA,JALISCO,FACIA DELANTERA,900,30/08/2019
10277,VOLKSWAGEN,2017,GUADALAJARA,JALISCO,FACIA TRASERA,2114,22/04/2019
10278,SEAT,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,5294,24/04/2019
10279,VOLKSWAGEN,2018,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA TRASERA,3312,07/05/2019
10280,MAZDA,2012,SAN LUIS POTOSI,SAN LUIS POTOSI,FACIA DELANTERA,900,30/04/2019
10281,MAZDA,2012,SAN LUIS POTOSI,SAN LUIS POTOSI,FACIA DELANTERA,3400,30/04/2019
10282,CHEVROLET,2005,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FARO,443,30/04/2019
10283,CHEVROLET,2005,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FACIA DELANTERA,502,30/04/2019
10284,KIA,2016,GUSTAVO A MADERO,CIUDAD DE MÉXICO,PUERTA TRASERA,9506,25/04/2019
10285,SEAT,2018,GUADALAJARA,JALISCO,FARO,1059,08/05/2019
10286,SEAT,2018,GUADALAJARA,JALISCO,FARO,12167,08/05/2019
10287,SEAT,2018,GUADALAJARA,JALISCO,FARO,674,26/04/2019
10288,SEAT,2018,GUADALAJARA,JALISCO,FACIA DELANTERA,5354,26/04/2019
10289,SEAT,2018,GUADALAJARA,JALISCO,FARO,12167,26/04/2019
10290,SEAT,2018,GUADALAJARA,JALISCO,FARO,1311,26/04/2019
10291,SEAT,2018,GUADALAJARA,JALISCO,FACIA DELANTERA,244,26/04/2019
10292,HONDA,2016,CUAUHTEMOC,CIUDAD DE MÉXICO,FACIA TRASERA,293,04/05/2019
10293,HONDA,2016,CUAUHTEMOC,CIUDAD DE MÉXICO,FACIA TRASERA,2980,04/05/2019
10294,TOYOTA,2007,GUADALAJARA,JALISCO,FARO,420,26/04/2019
10295,TOYOTA,2007,GUADALAJARA,JALISCO,FACIA DELANTERA,705,22/04/2019
10296,TOYOTA,2007,GUADALAJARA,JALISCO,FACIA DELANTERA,170,22/04/2019
10297,VOLKSWAGEN,2017,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,690,23/04/2019
10298,VOLKSWAGEN,2017,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,3039,23/04/2019
10299,VOLKSWAGEN,2017,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,3312,23/04/2019
10300,HONDA,2017,ZAPOPAN,JALISCO,FACIA DELANTERA,329,30/04/2019
10301,HONDA,2017,ZAPOPAN,JALISCO,FACIA DELANTERA,1028,30/04/2019
10302,HONDA,2017,ZAPOPAN,JALISCO,FACIA DELANTERA,4092,30/04/2019
10303,HONDA,2017,ZAPOPAN,JALISCO,FACIA DELANTERA,981,30/04/2019
10304,HONDA,2017,ZAPOPAN,JALISCO,FARO,206,30/04/2019
10305,HONDA,2017,ZAPOPAN,JALISCO,FARO,224,30/04/2019
10306,HONDA,2017,ZAPOPAN,JALISCO,FACIA DELANTERA,329,30/04/2019
10307,HONDA,2017,ZAPOPAN,JALISCO,FARO,6552,30/04/2019
10308,SUZUKI,2018,COYOACAN,CIUDAD DE MÉXICO,FACIA TRASERA,4100,14/05/2019
10309,TOYOTA,2019,ZAPOPAN,JALISCO,FACIA TRASERA,3332,29/04/2019
10310,HONDA,2015,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FACIA DELANTERA,517,02/05/2019
10311,MAZDA,2019,METEPEC,ESTADO DE MEXICO,FACIA TRASERA,539,28/04/2019
10312,MAZDA,2019,METEPEC,ESTADO DE MEXICO,FACIA TRASERA,6930,28/04/2019
10313,NISSAN,2014,LEÓN,GUANAJUATO,FARO,1102,03/05/2019
10314,NISSAN,2014,LEÓN,GUANAJUATO,FARO,1102,02/05/2019
10315,NISSAN,2014,LEÓN,GUANAJUATO,FACIA DELANTERA,700,02/05/2019
10316,FORD,2016,ZAPOPAN,JALISCO,FACIA DELANTERA,1665,30/04/2019
10317,FORD,2016,ZAPOPAN,JALISCO,FACIA DELANTERA,800,30/04/2019
10318,VOLKSWAGEN,2017,IZTACALCO,CIUDAD DE MÉXICO,FARO,2740,20/05/2019
10319,VOLKSWAGEN,2017,IZTACALCO,CIUDAD DE MÉXICO,FACIA TRASERA,2114,09/05/2019
10320,VOLKSWAGEN,2017,IZTACALCO,CIUDAD DE MÉXICO,FACIA DELANTERA,2384,09/05/2019
10321,VOLKSWAGEN,2017,IZTACALCO,CIUDAD DE MÉXICO,FACIA TRASERA,257,09/05/2019
10322,VOLKSWAGEN,2017,IZTACALCO,CIUDAD DE MÉXICO,FARO,2740,09/05/2019
